initial_preference_width,adaptive_tolerance,backfire_rate,seed,initial_mean_extremity,final_mean_extremity,delta_extremity,final_extreme_share,final_opinion_variance,final_backfire_rate_observed,final_acceptance_rate
1.0,False,0.03,4,0.5382270372131428,0.7317286026570126,0.19350156544386976,0.665,0.6327596135030477,0.12315,0.5501
1.0,False,0.03,5,0.5029302632833011,0.702712162817939,0.19978189953463787,0.6,0.5955946940739415,0.12255,0.5232
1.0,False,0.03,6,0.5186356672752157,0.719832176736158,0.20119650946094225,0.61,0.6182883805142789,0.12245,0.5511
1.0,False,0.03,7,0.513637667411623,0.6903141234739064,0.17667645606228344,0.605,0.5772267256372169,0.12275,0.54725
1.0,False,0.03,8,0.5087707013838418,0.7300960024375956,0.2213253010537538,0.63,0.6199512384612038,0.12105,0.5457
1.0,False,0.03,9,0.5037796340055101,0.6940848325991084,0.1903051985935983,0.63,0.5915654981921796,0.12185,0.5433
1.0,False,0.03,10,0.4783554051954107,0.6890510819995902,0.2106956768041795,0.595,0.5777018847433227,0.12205,0.52845
1.0,False,0.03,11,0.5245057294818782,0.7234893774090904,0.19898364792721213,0.635,0.6246191708945621,0.1213,0.5425
1.0,False,0.03,12,0.5092713362654364,0.7372577264535332,0.22798639018809674,0.665,0.6342470287131351,0.12295,0.5428
1.0,False,0.03,13,0.525746492476239,0.7470008626713976,0.2212543701951587,0.67,0.6346389211999862,0.1197,0.5483
1.0,False,0.03,14,0.49961878918402114,0.7022789772635055,0.20266018807948438,0.62,0.5928111080141979,0.12335,0.5406
1.0,False,0.03,15,0.49128662390873923,0.710105689002261,0.21881906509352178,0.615,0.5944843946502474,0.12255,0.5477
1.0,False,0.03,16,0.5398227235682644,0.7479825249287017,0.2081598013604372,0.675,0.6440418775138089,0.1183,0.55185
1.0,False,0.03,17,0.501087792958863,0.710569433729667,0.209481640770804,0.66,0.620413747747126,0.12175,0.54675
1.0,False,0.03,18,0.5282595433746189,0.7468750348374508,0.21861549146283188,0.655,0.6489265661482831,0.1194,0.55485
1.0,False,0.03,19,0.4817971947725576,0.6956385781590516,0.213841383386494,0.605,0.5838592218989064,0.12215,0.538
1.0,False,0.03,20,0.527119700541352,0.7220503775683379,0.19493067702698585,0.665,0.615944619751706,0.1216,0.55285
0.2,False,0.06,1,0.5380338813570394,0.5246657390224184,-0.013368142334621025,0.23,0.345129343513147,0.00045,0.867
0.2,False,0.06,2,0.5039942537498406,0.5023503233703142,-0.0016439303795264815,0.26,0.3408422623619029,0.0005,0.8622
0.2,False,0.06,3,0.4890296296058673,0.48064134569779016,-0.008388283908077165,0.245,0.31111502904155464,0.00055,0.8612
0.2,False,0.06,4,0.5382270372131428,0.5385158748513365,0.0002888376381936508,0.275,0.3600984688107357,0.00085,0.85865
0.2,False,0.06,5,0.5029302632833011,0.49852932752924367,-0.004400935754057478,0.22,0.32190692886730604,0.0005,0.852
0.2,False,0.06,6,0.5186356672752157,0.5366743598129932,0.018038692537777457,0.325,0.3744244658023847,0.00065,0.8624
0.2,False,0.06,7,0.513637667411623,0.4943262359001766,-0.019311431511446375,0.26,0.31758123596326887,0.00085,0.8673
0.2,False,0.06,8,0.5087707013838418,0.4997502573005528,-0.009020444083289059,0.235,0.33160685976725396,0.0005,0.86155
0.2,False,0.06,9,0.5037796340055101,0.5098410075062917,0.006061373500781619,0.26,0.34439601772809536,0.00035,0.874
0.2,False,0.06,10,0.4783554051954107,0.46314241677335916,-0.015212988422051543,0.18,0.2909480564410441,0.0007,0.8662
0.2,False,0.06,11,0.5245057294818782,0.5244323620355497,-7.336744632857606e-05,0.265,0.351873748765021,0.0009,0.8571
0.2,False,0.06,12,0.5092713362654364,0.5016883814752533,-0.007582954790183116,0.245,0.3296073250229369,0.00035,0.8607
0.2,False,0.06,13,0.525746492476239,0.5156355980826781,-0.010110894393560832,0.25,0.332472031267812,0.00055,0.86085
0.2,False,0.06,14,0.49961878918402114,0.5104123889318566,0.010793599747835447,0.27,0.3376596945177225,0.00075,0.85805
0.2,False,0.06,15,0.49128662390873923,0.48794076006799597,-0.0033458638407432573,0.24,0.3117084205515721,0.0005,0.85875
0.2,False,0.06,16,0.5398227235682644,0.505711355022371,-0.03411136854589347,0.26,0.3358711598479745,0.00045,0.8732
0.2,False,0.06,17,0.501087792958863,0.4987866376231274,-0.0023011553357355496,0.24,0.3325559131707959,0.0002,0.87205
