initial_preference_width,adaptive_tolerance,backfire_rate,seed,initial_mean_extremity,final_mean_extremity,delta_extremity,final_extreme_share,final_opinion_variance,final_backfire_rate_observed,final_acceptance_rate
0.2,False,0.06,18,0.5282595433746189,0.5302974633386367,0.002037919964017809,0.28,0.3585964049471076,0.0005,0.86335
0.2,False,0.06,19,0.4817971947725576,0.48972806366216576,0.007930868889608145,0.24,0.3233558671263957,0.00065,0.8692
0.2,False,0.06,20,0.527119700541352,0.5359938476405653,0.008874147099213303,0.295,0.36248340204677904,0.00065,0.8661
0.4,False,0.06,1,0.5380338813570394,0.6051935751876287,0.06715969383058928,0.435,0.4587292096610267,0.02265,0.67605
0.4,False,0.06,2,0.5039942537498406,0.552419312208502,0.04842505845866141,0.405,0.41083654080644244,0.0245,0.66415
0.4,False,0.06,3,0.4890296296058673,0.564849241339341,0.07581961173347368,0.37,0.411873826159179,0.0262,0.66495
0.4,False,0.06,4,0.5382270372131428,0.611874568100014,0.07364753088687115,0.44,0.4663174757386082,0.0252,0.67375
0.4,False,0.06,5,0.5029302632833011,0.5557248222939707,0.05279455901066954,0.37,0.40358382376944424,0.0245,0.6606
0.4,False,0.06,6,0.5186356672752157,0.5982929221372721,0.07965725486205644,0.43,0.4519166866067687,0.02505,0.6712
0.4,False,0.06,7,0.513637667411623,0.5729707625417902,0.05933309513016727,0.445,0.4215904585761615,0.02435,0.6744
0.4,False,0.06,8,0.5087707013838418,0.5693368776555258,0.060566176271683925,0.38,0.4183111395460138,0.0245,0.6673
0.4,False,0.06,9,0.5037796340055101,0.564978993587901,0.06119935958239098,0.4,0.4179463010225519,0.0238,0.6746
0.4,False,0.06,10,0.4783554051954107,0.5393541014315665,0.06099869623615578,0.36,0.38926808797182816,0.02305,0.66925
0.4,False,0.06,11,0.5245057294818782,0.5807019732178431,0.05619624373596488,0.41,0.43340646212380746,0.02495,0.6673
0.4,False,0.06,12,0.5092713362654364,0.5602940520717766,0.05102271580634021,0.395,0.40871832466591923,0.0234,0.6692
0.4,False,0.06,13,0.525746492476239,0.5800561329798721,0.05430964050363318,0.42,0.4221458093545515,0.0238,0.67215
0.4,False,0.06,14,0.49961878918402114,0.558994057540563,0.05937526835654183,0.415,0.41509475282393177,0.026,0.6693
0.4,False,0.06,15,0.49128662390873923,0.5508459019722334,0.05955927806349415,0.37,0.40109059968197935,0.0243,0.6668
0.4,False,0.06,16,0.5398227235682644,0.5809994184356274,0.04117669486736297,0.39,0.42467579640234204,0.0219,0.6779
0.4,False,0.06,17,0.501087792958863,0.5614006067178255,0.06031281375896258,0.41,0.42097009069926783,0.02375,0.6744
0.4,False,0.06,18,0.5282595433746189,0.5933047584510941,0.0650452150764752,0.415,0.44209254388690383,0.02265,0.67295
0.4,False,0.06,19,0.4817971947725576,0.5517247550429216,0.06992756027036401,0.365,0.39863982687106886,0.02535,0.668
0.4,False,0.06,20,0.527119700541352,0.584546787273845,0.05742708673249297,0.46,0.4385875579890901,0.0239,0.6754
0.6,False,0.06,1,0.5380338813570394,0.7304521015356581,0.19241822017861865,0.65,0.6233535511099483,0.0585,0.62455
0.6,False,0.06,2,0.5039942537498406,0.6666581427260314,0.16266388897619077,0.59,0.5509739078032648,0.0608,0.6039
0.6,False,0.06,3,0.4890296296058673,0.6562630594640707,0.1672334298582034,0.535,0.5281142295597505,0.06275,0.59855
0.6,False,0.06,4,0.5382270372131428,0.7103794260664261,0.17215238885328332,0.645,0.5971044940974639,0.0616,0.61135
0.6,False,0.06,5,0.5029302632833011,0.6811498636898452,0.17821960040654405,0.56,0.5666601405977216,0.06295,0.59945
0.6,False,0.06,6,0.5186356672752157,0.6877028627929491,0.16906719551773342,0.595,0.5743794705402554,0.06225,0.611
0.6,False,0.06,7,0.513637667411623,0.6700041841564732,0.15636651674485025,0.59,0.5443936799892194,0.0622,0.6178
0.6,False,0.06,8,0.5087707013838418,0.6985745659243139,0.18980386454047204,0.59,0.58149668128797,0.0607,0.60605
0.6,False,0.06,9,0.5037796340055101,0.6619136504444783,0.15813401643896818,0.55,0.5378885492780725,0.06055,0.6144
0.6,False,0.06,10,0.4783554051954107,0.6441308842682243,0.1657754790728136,0.53,0.5229165588947181,0.0611,0.60965
0.6,False,0.06,11,0.5245057294818782,0.690954637044668,0.16644890756278974,0.6,0.5787521136236553,0.06275,0.61345
0.6,False,0.06,12,0.5092713362654364,0.6944771862665323,0.1852058500010959,0.62,0.5735782754325645,0.062,0.6147
0.6,False,0.06,13,0.525746492476239,0.6902690522734274,0.16452255979718844,0.6,0.5565854017042973,0.06075,0.6132
0.6,False,0.06,14,0.49961878918402114,0.6668378892705209,0.16721910008649976,0.565,0.5422242161336807,0.06335,0.61135
0.6,False,0.06,15,0.49128662390873923,0.6756135412132899,0.18432691730455064,0.58,0.5393304364525763,0.06305,0.60375
0.6,False,0.06,16,0.5398227235682644,0.7053095126942125,0.16548678912594805,0.62,0.5854866720354154,0.05745,0.6276
0.6,False,0.06,17,0.501087792958863,0.666494285276203,0.16540649231734006,0.575,0.5457843831277384,0.0633,0.6181
0.6,False,0.06,18,0.5282595433746189,0.7038406525464636,0.17558110917184466,0.63,0.5910245578020297,0.0605,0.62305
0.6,False,0.06,19,0.4817971947725576,0.6554987848558462,0.17370159008328862,0.54,0.522193158225293,0.0599,0.59985
0.6,False,0.06,20,0.527119700541352,0.6979019389748511,0.17078223843349905,0.605,0.5749592689812562,0.0623,0.6176
0.85,False,0.06,1,0.5380338813570394,0.800441847978396,0.26240796662135657,0.775,0.7140003483656377,0.0996,0.6035
0.85,False,0.06,2,0.5039942537498406,0.7653860129970337,0.26139175924719305,0.72,0.6788849008005985,0.10385,0.5913
0.85,False,0.06,3,0.4890296296058673,0.7771742684899088,0.28814463888404146,0.75,0.6857095588813874,0.10305,0.5896
0.85,False,0.06,4,0.5382270372131428,0.7986729141079068,0.26044587689476395,0.75,0.7112165529302371,0.1007,0.5938
0.85,False,0.06,5,0.5029302632833011,0.7705431254985221,0.26761286221522096,0.725,0.6791677396385688,0.10375,0.57745
0.85,False,0.06,6,0.5186356672752157,0.7887994909960736,0.2701638237208579,0.735,0.7026166776983088,0.10065,0.59375
0.85,False,0.06,7,0.513637667411623,0.7638889365899044,0.25025126917828144,0.705,0.656706603720431,0.10055,0.59105
0.85,False,0.06,8,0.5087707013838418,0.7958949195140235,0.28712421813018163,0.745,0.7055360579881179,0.09965,0.5944
0.85,False,0.06,9,0.5037796340055101,0.7719917116224305,0.26821207761692045,0.73,0.6763529898810376,0.10125,0.58555
0.85,False,0.06,10,0.4783554051954107,0.7593717067816974,0.2810163015862867,0.685,0.6622450386927109,0.0977,0.58345
0.85,False,0.06,11,0.5245057294818782,0.783652722294521,0.25914699281264275,0.745,0.6970501123230253,0.10165,0.5875
0.85,False,0.06,12,0.5092713362654364,0.8134327617914527,0.3041614255260163,0.775,0.7246798170102667,0.1018,0.5932
0.85,False,0.06,13,0.525746492476239,0.8022158640920398,0.2764693716158009,0.77,0.7019484109325362,0.1013,0.589
0.85,False,0.06,14,0.49961878918402114,0.7554880986442908,0.25586930946026964,0.705,0.6562196315613045,0.10615,0.57725
0.85,False,0.06,15,0.49128662390873923,0.7754009678965843,0.2841143439878451,0.76,0.6810709308981524,0.1018,0.5888
0.85,False,0.06,16,0.5398227235682644,0.7929983160227985,0.253175592454534,0.76,0.6999064673647237,0.09895,0.59855
0.85,False,0.06,17,0.501087792958863,0.7685501399017689,0.26746234694290594,0.71,0.6768258686966879,0.0979,0.59025
0.85,False,0.06,18,0.5282595433746189,0.8180657104001482,0.2898061670255293,0.785,0.7369022294532919,0.0982,0.5975
0.85,False,0.06,19,0.4817971947725576,0.7851364363583199,0.30333924158576225,0.76,0.6934494019823012,0.10085,0.5801
0.85,False,0.06,20,0.527119700541352,0.7856054100971954,0.2584857095558434,0.76,0.6955949005106641,0.0994,0.6037
1.0,False,0.06,1,0.5380338813570394,0.854415215236564,0.3163813338795246,0.855,0.7898352769267746,0.11865,0.59905
1.0,False,0.06,2,0.5039942537498406,0.806546650940914,0.3025523971910734,0.765,0.7241576175176635,0.12165,0.58005
1.0,False,0.06,3,0.4890296296058673,0.7973695609283139,0.3083399313224466,0.78,0.7244152291614845,0.12255,0.58055
1.0,False,0.06,4,0.5382270372131428,0.8469330176581059,0.3087059804449631,0.835,0.7714040123694811,0.11915,0.5932
1.0,False,0.06,5,0.5029302632833011,0.8076956134799154,0.3047653501966142,0.79,0.7345420377670723,0.12405,0.5752
1.0,False,0.06,6,0.5186356672752157,0.8395381838339949,0.3209025165587792,0.815,0.7726665334884177,0.12065,0.5896
1.0,False,0.06,7,0.513637667411623,0.8078225642847617,0.29418489687313876,0.785,0.7193568697808064,0.1199,0.58645
1.0,False,0.06,8,0.5087707013838418,0.8422442095306133,0.33347350814677146,0.805,0.7674950023647645,0.1174,0.58845
1.0,False,0.06,9,0.5037796340055101,0.8140055746966128,0.31022594069110276,0.785,0.7397923292457294,0.1197,0.59205
1.0,False,0.06,10,0.4783554051954107,0.7903179486012842,0.31196254340587354,0.765,0.7126660490147496,0.1193,0.57515
1.0,False,0.06,11,0.5245057294818782,0.8365961139846216,0.3120903845027434,0.81,0.765172493288595,0.12135,0.5904
1.0,False,0.06,12,0.5092713362654364,0.8271997478244938,0.3179284115590574,0.8,0.7485330897322345,0.11985,0.58335
1.0,False,0.06,13,0.525746492476239,0.824908561301394,0.29916206882515506,0.8,0.7392821978554173,0.12185,0.58685
1.0,False,0.06,14,0.49961878918402114,0.790891444088926,0.29127265490490484,0.755,0.7032004033269164,0.12125,0.57945
1.0,False,0.06,15,0.49128662390873923,0.822974341420766,0.33168771751202675,0.815,0.7317243927879301,0.12235,0.58245
1.0,False,0.06,16,0.5398227235682644,0.8580568433658391,0.31823411979757465,0.855,0.78716916451851,0.11625,0.5978
1.0,False,0.06,17,0.501087792958863,0.8091941006816866,0.30810630772282366,0.78,0.7354615715618723,0.1212,0.588
1.0,False,0.06,18,0.5282595433746189,0.8625274359789417,0.33426789260432277,0.865,0.8034261587328194,0.1199,0.5978
1.0,False,0.06,19,0.4817971947725576,0.8156868170676294,0.33388962229507174,0.79,0.736127815561089,0.1213,0.57425
1.0,False,0.06,20,0.527119700541352,0.8144185982542615,0.2872988977129095,0.78,0.7305548038277805,0.1211,0.59385
0.2,False,0.12,1,0.5380338813570394,0.5358984854197422,-0.0021353959372972797,0.28,0.362179906613344,0.0009,0.861
0.2,False,0.12,2,0.5039942537498406,0.49943261188695204,-0.004561641862888599,0.27,0.3399795504413483,0.0005,0.8684
0.2,False,0.12,3,0.4890296296058673,0.5053986008812554,0.01636897127538811,0.275,0.34123538695802647,0.00045,0.8651
0.2,False,0.12,4,0.5382270372131428,0.5326439987286051,-0.005583038484537672,0.265,0.35862929301464563,0.0007,0.8569
0.2,False,0.12,5,0.5029302632833011,0.49383885783569775,-0.009091405447603396,0.25,0.3257853569836132,0.00115,0.85485
0.2,False,0.12,6,0.5186356672752157,0.5125168331423103,-0.006118834132905371,0.265,0.3527386750685594,0.00045,0.8612
0.2,False,0.12,7,0.513637667411623,0.49755204629280536,-0.016085621118817617,0.23,0.3202222917897536,0.00045,0.86345
0.2,False,0.12,8,0.5087707013838418,0.5070317690923664,-0.0017389322914754812,0.23,0.3296695132707022,0.0007,0.86335
0.2,False,0.12,9,0.5037796340055101,0.48844271183042826,-0.015336922175081813,0.27,0.32925831995659627,0.00045,0.8685
0.2,False,0.12,10,0.4783554051954107,0.4968552979894845,0.018499892794073824,0.26,0.3267008464875565,0.00085,0.86785
0.2,False,0.12,11,0.5245057294818782,0.5255773813944695,0.0010716519125912871,0.26,0.3546639025188709,0.0005,0.86465
0.2,False,0.12,12,0.5092713362654364,0.5123686504674316,0.003097314201995216,0.255,0.3460194107083135,0.0008,0.86155
0.2,False,0.12,13,0.525746492476239,0.5134548508451051,-0.012291641631133832,0.25,0.3312900422446123,0.0007,0.8594
0.2,False,0.12,14,0.49961878918402114,0.5042650548749397,0.004646265690918527,0.285,0.34062904983251185,0.00065,0.86155
0.2,False,0.12,15,0.49128662390873923,0.4950246234635138,0.0037379995547745515,0.225,0.3163724857231832,0.0007,0.85845
0.2,False,0.12,16,0.5398227235682644,0.5140063527671391,-0.02581637080112531,0.23,0.33475207837113474,0.00045,0.87245
0.2,False,0.12,17,0.501087792958863,0.4906831093677069,-0.010404683591156039,0.235,0.3181526913989684,0.00065,0.87175
0.2,False,0.12,18,0.5282595433746189,0.5048884898598416,-0.023371053514777307,0.245,0.33793610281650116,0.00035,0.8625
0.2,False,0.12,19,0.4817971947725576,0.4932017389454525,0.011404544172894882,0.235,0.32153866517332025,0.00065,0.85705
0.2,False,0.12,20,0.527119700541352,0.5268188449477073,-0.00030085559364478875,0.295,0.34969883120189565,0.0005,0.86065
0.4,False,0.12,1,0.5380338813570394,0.6459412658546446,0.10790738449760517,0.52,0.5156475052392505,0.02375,0.68765
0.4,False,0.12,2,0.5039942537498406,0.6292133902534209,0.1252191365035803,0.515,0.5027399370386363,0.0257,0.6856
0.4,False,0.12,3,0.4890296296058673,0.6054620304591696,0.11643240085330225,0.45,0.4644875552154386,0.0259,0.67705
0.4,False,0.12,4,0.5382270372131428,0.6533628757730751,0.11513583855993226,0.53,0.5216996458379564,0.02495,0.69845
0.4,False,0.12,5,0.5029302632833011,0.6152678682050469,0.11233760492174572,0.47,0.47991230690934134,0.0262,0.6738
0.4,False,0.12,6,0.5186356672752157,0.6570913575331693,0.13845569025795357,0.545,0.528070508005868,0.0263,0.69145
0.4,False,0.12,7,0.513637667411623,0.6269460100647533,0.11330834265313028,0.52,0.4852828352486454,0.0246,0.68455
0.4,False,0.12,8,0.5087707013838418,0.6338598789769868,0.12508917759314497,0.49,0.4981883702754354,0.0252,0.68015
0.4,False,0.12,9,0.5037796340055101,0.592412195176938,0.08863256117142793,0.47,0.4587709802748556,0.02465,0.6917
0.4,False,0.12,10,0.4783554051954107,0.5829363169223925,0.10458091172698175,0.46,0.4464268055599029,0.0241,0.6837
0.4,False,0.12,11,0.5245057294818782,0.6292706825130545,0.10476495303117628,0.535,0.5034831735719298,0.02645,0.69535
0.4,False,0.12,12,0.5092713362654364,0.6217340957037721,0.11246275943833572,0.46,0.4770605757009782,0.02405,0.68045
0.4,False,0.12,13,0.525746492476239,0.6486041898169773,0.12285769734073837,0.53,0.5021365018912854,0.0243,0.68585
0.4,False,0.12,14,0.49961878918402114,0.5984971334355351,0.09887834425151398,0.46,0.45809271273665864,0.02615,0.6754
0.4,False,0.12,15,0.49128662390873923,0.6105395661805008,0.11925294227176153,0.485,0.4715213527693901,0.0248,0.67535
0.4,False,0.12,16,0.5398227235682644,0.6367979478267446,0.09697522425848015,0.5,0.4988685426516885,0.02155,0.69955
0.4,False,0.12,17,0.501087792958863,0.6028689388532216,0.1017811458943586,0.49,0.4713056244296075,0.02375,0.69235
0.4,False,0.12,18,0.5282595433746189,0.6512250724672356,0.12296552909261671,0.53,0.5277225925155408,0.02285,0.6894
0.4,False,0.12,19,0.4817971947725576,0.5982315841129361,0.11643438934037847,0.435,0.4562139591906093,0.0246,0.68055
0.4,False,0.12,20,0.527119700541352,0.6518814674961092,0.12476176695475716,0.52,0.5135363774576545,0.0259,0.68485
0.6,False,0.12,1,0.5380338813570394,0.821781574182593,0.28374769282555357,0.825,0.7383005962465528,0.0581,0.6592
0.6,False,0.12,2,0.5039942537498406,0.8166292662353726,0.31263501248553194,0.785,0.7136014746040581,0.06235,0.64135
0.6,False,0.12,3,0.4890296296058673,0.7896798803729596,0.30065025076709223,0.76,0.6938264062910585,0.06205,0.6384
0.6,False,0.12,4,0.5382270372131428,0.8203609687182322,0.28213393150508936,0.815,0.7372955773907557,0.0602,0.6537
0.6,False,0.12,5,0.5029302632833011,0.7935976722892545,0.29066740900595334,0.76,0.6991844059011734,0.06285,0.6298
0.6,False,0.12,6,0.5186356672752157,0.8130769326309345,0.2944412653557188,0.785,0.7219452546853222,0.0618,0.6447
0.6,False,0.12,7,0.513637667411623,0.8225033308604922,0.30886566344886923,0.78,0.7179517153547402,0.05845,0.6479
0.6,False,0.12,8,0.5087707013838418,0.802745813604391,0.2939751122205492,0.775,0.7054014611089261,0.0598,0.63515
0.6,False,0.12,9,0.5037796340055101,0.7835745558527818,0.2797949218472717,0.745,0.6836793989617371,0.05935,0.64395
0.6,False,0.12,10,0.4783554051954107,0.7604026183456045,0.2820472131501938,0.69,0.655070064159315,0.06,0.6347
0.6,False,0.12,11,0.5245057294818782,0.7933900438294075,0.26888431434752924,0.74,0.6976087658402454,0.0608,0.63855
0.6,False,0.12,12,0.5092713362654364,0.8031195435370129,0.29384820727157646,0.785,0.7036636968437858,0.0606,0.6431
0.6,False,0.12,13,0.525746492476239,0.7912427739119526,0.2654962814357137,0.75,0.6829230493913018,0.0615,0.63915
0.6,False,0.12,14,0.49961878918402114,0.7632875956179974,0.2636688064339763,0.715,0.6617744187266904,0.06395,0.63455
0.6,False,0.12,15,0.49128662390873923,0.7740445259589152,0.2827579020501759,0.745,0.6708691106309895,0.06085,0.6394
0.6,False,0.12,16,0.5398227235682644,0.8155737710499941,0.2757510474817296,0.795,0.7212618634479326,0.057,0.6514
0.6,False,0.12,17,0.501087792958863,0.7803464781258347,0.2792586851669717,0.755,0.6845840092296512,0.05895,0.649
0.6,False,0.12,18,0.5282595433746189,0.8127123280401256,0.2844527846655067,0.775,0.719994466078218,0.0579,0.64625
0.6,False,0.12,19,0.4817971947725576,0.7858156165712217,0.30401842179866406,0.735,0.692395383771196,0.06135,0.63825
0.6,False,0.12,20,0.527119700541352,0.7873818530841266,0.2602621525427745,0.77,0.6858526049627998,0.06175,0.64205
0.85,False,0.12,1,0.5380338813570394,0.905889684037503,0.3678558026804636,0.93,0.8503299816841173,0.0974,0.63335
0.85,False,0.12,2,0.5039942537498406,0.9085086437762959,0.4045143900264553,0.945,0.8489774739023653,0.0986,0.6328
0.85,False,0.12,3,0.4890296296058673,0.8983056154403468,0.4092759858344795,0.905,0.8324694886636879,0.1015,0.62155
0.85,False,0.12,4,0.5382270372131428,0.8938710843836847,0.3556440471705419,0.92,0.8364771393335205,0.09975,0.6287
0.85,False,0.12,5,0.5029302632833011,0.8940042307909166,0.39107396750761547,0.915,0.836018133206593,0.1007,0.61865
0.85,False,0.12,6,0.5186356672752157,0.9116571682649698,0.3930215009897541,0.935,0.8602922800483879,0.09925,0.63555
0.85,False,0.12,7,0.513637667411623,0.9112560873423987,0.39761841993077573,0.94,0.8236558684580874,0.10235,0.63165
0.85,False,0.12,8,0.5087707013838418,0.9049835755241732,0.39621287414033135,0.92,0.8494034266409943,0.0994,0.63185
0.85,False,0.12,9,0.5037796340055101,0.9075465053797171,0.4037668713742071,0.92,0.8503987514515318,0.09755,0.63045
0.85,False,0.12,10,0.4783554051954107,0.8901489536062885,0.41179354841087784,0.915,0.8269150272215042,0.099,0.6339
0.85,False,0.12,11,0.5245057294818782,0.8983217363961219,0.37381600691424366,0.915,0.838216103475991,0.10155,0.6336
0.85,False,0.12,12,0.5092713362654364,0.8989113966366125,0.38964006037117604,0.915,0.8274352709374359,0.10345,0.62755
0.85,False,0.12,13,0.525746492476239,0.9077850670633362,0.3820385745870972,0.925,0.8336781581355391,0.1011,0.6318
0.85,False,0.12,14,0.49961878918402114,0.8707098146161352,0.37109102543211403,0.88,0.7948207656950222,0.10245,0.61935
0.85,False,0.12,15,0.49128662390873923,0.880722595753324,0.3894359718445848,0.89,0.809348296424937,0.1016,0.6267
0.85,False,0.12,16,0.5398227235682644,0.9156200194317647,0.3757972958635003,0.945,0.8562778576861554,0.09625,0.64585
0.85,False,0.12,17,0.501087792958863,0.9129041381985017,0.4118163452396387,0.935,0.8548211806103267,0.0962,0.6374
0.85,False,0.12,18,0.5282595433746189,0.9063058261850668,0.37804628281044794,0.94,0.8513776637107489,0.09645,0.63975
0.85,False,0.12,19,0.4817971947725576,0.9000955580500272,0.41829836327746955,0.895,0.8416913631767043,0.0997,0.62265
0.85,False,0.12,20,0.527119700541352,0.8889084905198069,0.36178878997845487,0.91,0.8150814526205252,0.09975,0.6346
1.0,False,0.12,1,0.5380338813570394,0.9331201971160761,0.39508631575903663,0.96,0.8855131234366636,0.11735,0.63235
1.0,False,0.12,2,0.5039942537498406,0.9290598212167162,0.4250655674668755,0.955,0.8841466754455521,0.11955,0.6299
1.0,False,0.12,3,0.4890296296058673,0.9047284061231824,0.41569877651731507,0.93,0.8491638415213097,0.11905,0.6234
1.0,False,0.12,4,0.5382270372131428,0.9382853786163907,0.4000583414032479,0.97,0.8917716616112605,0.11805,0.62835
1.0,False,0.12,5,0.5029302632833011,0.923742122183836,0.42081185890053485,0.955,0.8731369276222632,0.1202,0.61935
1.0,False,0.12,6,0.5186356672752157,0.9259357134837706,0.40730004620855487,0.955,0.8796323623342723,0.11765,0.6267
1.0,False,0.12,7,0.513637667411623,0.9390737996795389,0.4254361322679159,0.97,0.8667802432370917,0.119,0.62775
1.0,False,0.12,8,0.5087707013838418,0.9206820155109188,0.41191131412707693,0.95,0.8678015856229645,0.117,0.63135
1.0,False,0.12,9,0.5037796340055101,0.9152256182913453,0.41144598428583523,0.935,0.8655593211383884,0.1174,0.624
1.0,False,0.12,10,0.4783554051954107,0.9132717625393039,0.43491635734389317,0.94,0.8582344581366067,0.11735,0.61825
1.0,False,0.12,11,0.5245057294818782,0.9026503123555828,0.37814458287370456,0.92,0.8464491545933547,0.118,0.6209
1.0,False,0.12,12,0.5092713362654364,0.9228818688541952,0.4136105325887588,0.955,0.8748416033246208,0.11955,0.62515
1.0,False,0.12,13,0.525746492476239,0.9259331644263824,0.40018667195014346,0.955,0.8670655046955225,0.11675,0.63465
1.0,False,0.12,14,0.49961878918402114,0.919690171642047,0.4200713824580259,0.935,0.8639603777433916,0.1208,0.62785
1.0,False,0.12,15,0.49128662390873923,0.9209631150497324,0.42967649114099316,0.94,0.8518745251753838,0.11705,0.62505
1.0,False,0.12,16,0.5398227235682644,0.9319404770713953,0.39211775350313083,0.965,0.8755056988412161,0.1128,0.64215
1.0,False,0.12,17,0.501087792958863,0.9171436272804234,0.41605583432156046,0.945,0.8657336573869077,0.1162,0.6236
1.0,False,0.12,18,0.5282595433746189,0.93468835101062,0.4064288076360011,0.97,0.8886489653732691,0.1167,0.63775
1.0,False,0.12,19,0.4817971947725576,0.9367014562953356,0.454904261522778,0.97,0.8791807100774682,0.11665,0.62545
1.0,False,0.12,20,0.527119700541352,0.9145259532888198,0.38740625274746776,0.935,0.8492703751155045,0.12185,0.62435
0.2,True,0.0,1,0.5380338813570394,0.49593950851468094,-0.04209437284235851,0.205,0.30913299367332525,0.0002,0.95995
0.2,True,0.0,2,0.5039942537498406,0.45978414399734746,-0.044210109752493176,0.205,0.2865143898125514,0.0002,0.95865
0.2,True,0.0,3,0.4890296296058673,0.481211708636484,-0.00781792096938333,0.19,0.29770894845252543,0.00015,0.95955
0.2,True,0.0,4,0.5382270372131428,0.49867082205550584,-0.039556215157636965,0.205,0.31650581434907676,0.0002,0.9598
0.2,True,0.0,5,0.5029302632833011,0.4685056160679755,-0.03442464721532562,0.255,0.2976204482824993,0.00025,0.9557
0.2,True,0.0,6,0.5186356672752157,0.5024939442428732,-0.016141723032342514,0.25,0.3299577138691592,0.00035,0.96085
0.2,True,0.0,7,0.513637667411623,0.4827576946937549,-0.030879972717868076,0.24,0.29698555078693717,0.00025,0.96185
0.2,True,0.0,8,0.5087707013838418,0.5105950363916496,0.0018243350078077647,0.27,0.3277483340619242,0.00025,0.9596
0.2,True,0.0,9,0.5037796340055101,0.48041776296164945,-0.023361871043860616,0.21,0.3030082946331808,0.00025,0.96115
0.2,True,0.0,10,0.4783554051954107,0.45680591473547955,-0.021549490459931153,0.17,0.2723583388884678,0.0003,0.96005
0.2,True,0.0,11,0.5245057294818782,0.48363381541806033,-0.040871914063817905,0.205,0.30223597222495674,0.0002,0.96205
0.2,True,0.0,12,0.5092713362654364,0.5099742819495156,0.000702945684079137,0.22,0.32167245754653356,0.0003,0.9561
0.2,True,0.0,13,0.525746492476239,0.49468310991007125,-0.031063382566167697,0.26,0.3135335589954363,0.0001,0.95985
0.2,True,0.0,14,0.49961878918402114,0.46841658281959087,-0.031202206364430274,0.19,0.28978563777346283,0.0001,0.95835
0.2,True,0.0,15,0.49128662390873923,0.49274628998884906,0.0014596660801098338,0.21,0.31059873778902736,0.00015,0.9605
0.2,True,0.0,16,0.5398227235682644,0.4788691185096303,-0.06095360505863412,0.26,0.3021777261122764,0.0001,0.9629
0.2,True,0.0,17,0.501087792958863,0.4793769290106771,-0.021710863948185888,0.23,0.30693011187039654,0.0002,0.96185
0.2,True,0.0,18,0.5282595433746189,0.5155554635798018,-0.012704079794817136,0.21,0.3316013049291759,0.0003,0.9605
0.2,True,0.0,19,0.4817971947725576,0.4904942411571572,0.00869704638459956,0.24,0.31520791539647797,0.00025,0.96095
0.2,True,0.0,20,0.527119700541352,0.49829584232337043,-0.028823858217981613,0.235,0.3159543556504926,0.0002,0.96255
0.4,True,0.0,1,0.5380338813570394,0.5103858074141352,-0.02764807394290425,0.215,0.3272899999204938,0.0159,0.8064
0.4,True,0.0,2,0.5039942537498406,0.48236843771726584,-0.021625816032574796,0.225,0.29973367461151074,0.01655,0.8092
0.4,True,0.0,3,0.4890296296058673,0.47582436800976097,-0.013205261596106355,0.155,0.2891003397926831,0.01525,0.81085
0.4,True,0.0,4,0.5382270372131428,0.49915060455458565,-0.03907643265855715,0.215,0.3120416531516973,0.01555,0.8034
0.4,True,0.0,5,0.5029302632833011,0.4565016698785022,-0.046428593404798935,0.2,0.2836757157637304,0.01775,0.80105
0.4,True,0.0,6,0.5186356672752157,0.47867049225863695,-0.03996517501657876,0.22,0.30232477061976115,0.0156,0.8052
0.4,True,0.0,7,0.513637667411623,0.4856401462206314,-0.02799752119099158,0.205,0.3018939365662915,0.01665,0.81005
0.4,True,0.0,8,0.5087707013838418,0.5131889700444288,0.0044182686605869215,0.23,0.33393732878860055,0.0165,0.80975
0.4,True,0.0,9,0.5037796340055101,0.4513951113617013,-0.05238452264380877,0.175,0.2753608860586086,0.01565,0.81745
0.4,True,0.0,10,0.4783554051954107,0.45351733887340023,-0.024838066322010466,0.15,0.2720352076259501,0.016,0.80535
0.4,True,0.0,11,0.5245057294818782,0.49511085167682395,-0.029394877805054287,0.21,0.3113226660002389,0.0167,0.80705
0.4,True,0.0,12,0.5092713362654364,0.4903935037130811,-0.01887783255235531,0.175,0.30162146172586846,0.0167,0.79955
0.4,True,0.0,13,0.525746492476239,0.5161695756127888,-0.009576916863450191,0.23,0.3265439264221486,0.01625,0.8103
0.4,True,0.0,14,0.49961878918402114,0.5005090789140493,0.0008902897300281376,0.27,0.32588722517723795,0.01655,0.8083
0.4,True,0.0,15,0.49128662390873923,0.4794502461736208,-0.01183637773511842,0.195,0.2926580307456198,0.01555,0.80295
0.4,True,0.0,16,0.5398227235682644,0.4781860660323445,-0.06163665753591996,0.175,0.29108743323565933,0.0159,0.81865
0.4,True,0.0,17,0.501087792958863,0.4881457232648917,-0.01294206969397127,0.195,0.3029994874401021,0.0161,0.81805
0.4,True,0.0,18,0.5282595433746189,0.5292689660180504,0.0010094226434315123,0.24,0.34047852296801595,0.01545,0.81015
0.4,True,0.0,19,0.4817971947725576,0.46821961836252174,-0.013577576410035874,0.2,0.28933225923548894,0.01655,0.8118
0.4,True,0.0,20,0.527119700541352,0.5022315228865386,-0.024888177654813437,0.23,0.31427214871510856,0.0172,0.8133
0.6,True,0.0,1,0.5380338813570394,0.5233197168978556,-0.014714164459183832,0.245,0.3433597409321321,0.0502,0.6681
0.6,True,0.0,2,0.5039942537498406,0.5235240894981489,0.019529835748308244,0.3,0.3448065761897714,0.05045,0.6779
