backfire_rate,initial_preference_width,social_signal_weight,trending_weight,regime,seed,initial_mean_extremity,final_mean_extremity,final_opinion_variance,final_extreme_share,final_acceptance_rate,final_backfire_rate,final_ignore_rate,final_opinion_bimodality
0.03,0.2,0.0,0.5,global_trending,15,0.49128662390873923,0.34450416423107116,0.23196349729536345,0.21,0.58665,0.0743,0.33905,0.812967394084458
0.03,0.2,0.0,0.5,global_trending,16,0.5398227235682644,0.2821547111336741,0.191996970887513,0.155,0.5694,0.04335,0.38725,0.8152718265506941
0.03,0.2,0.0,0.5,global_trending,17,0.501087792958863,0.27833480460571813,0.21067076669696724,0.175,0.5888,0.04685,0.36435,0.7573793858525153
0.03,0.2,0.0,0.5,global_trending,18,0.5282595433746189,0.3353339379752251,0.24722828067410788,0.22,0.54925,0.06335,0.3874,0.8474508668841071
0.03,0.2,0.0,0.5,global_trending,19,0.4817971947725576,0.28863136049818505,0.19388656920121788,0.165,0.59405,0.05215,0.3538,0.7708567733599789
0.03,0.2,0.0,0.5,global_trending,20,0.527119700541352,0.3237730983024528,0.23902243614351093,0.22,0.5564,0.0658,0.3778,0.8119258451550924
0.06,0.2,0.0,0.5,global_trending,1,0.5380338813570394,0.34505322363012675,0.28641052839886055,0.265,0.53635,0.0638,0.39985,0.8417143747832464
0.06,0.2,0.0,0.5,global_trending,2,0.5039942537498406,0.33585776063602873,0.28062609396215776,0.27,0.55345,0.062,0.38455,0.8149805477465984
0.06,0.2,0.0,0.5,global_trending,3,0.4890296296058673,0.2959553533907253,0.2239736724442858,0.205,0.58485,0.0556,0.35955,0.7575364774162218
0.06,0.2,0.0,0.5,global_trending,4,0.5382270372131428,0.3599423602690554,0.2895502431347536,0.275,0.51465,0.0651,0.42025,0.9017538338418453
0.06,0.2,0.0,0.5,global_trending,5,0.5029302632833011,0.34629112516825244,0.27843240616156784,0.265,0.5365,0.0586,0.4049,0.8699921228807587
0.06,0.2,0.0,0.5,global_trending,6,0.5186356672752157,0.37915060240757653,0.31183237328719043,0.3,0.53915,0.0937,0.36715,0.8690927302182875
0.06,0.2,0.0,0.5,global_trending,7,0.513637667411623,0.336041008714081,0.27369630790527005,0.26,0.56325,0.06925,0.3675,0.7848799492539716
0.06,0.2,0.0,0.5,global_trending,8,0.5087707013838418,0.35214995420377604,0.29042112346235854,0.275,0.54985,0.07015,0.38,0.8406114496669878
0.06,0.2,0.0,0.5,global_trending,9,0.5037796340055101,0.31811076125153137,0.2375238140333942,0.22,0.5813,0.0576,0.3611,0.7486765549173209
0.06,0.2,0.0,0.5,global_trending,10,0.4783554051954107,0.29756895027638874,0.230126472014202,0.21,0.5856,0.05095,0.36345,0.7685737215635227
0.06,0.2,0.0,0.5,global_trending,11,0.5245057294818782,0.33691575649771677,0.27602636262186236,0.245,0.53515,0.06455,0.4003,0.8362886973642606
0.06,0.2,0.0,0.5,global_trending,12,0.5092713362654364,0.356835165519055,0.2831132492614536,0.26,0.55785,0.08605,0.3561,0.8421216266663213
0.06,0.2,0.0,0.5,global_trending,13,0.525746492476239,0.35972609442496006,0.2671964716238929,0.235,0.55125,0.07615,0.3726,0.8412211213670838
0.06,0.2,0.0,0.5,global_trending,14,0.49961878918402114,0.30777853246938724,0.23549246632591894,0.21,0.55865,0.0538,0.38755,0.7989875113791045
0.06,0.2,0.0,0.5,global_trending,15,0.49128662390873923,0.3924589270942056,0.2879557513561791,0.255,0.57455,0.09795,0.3275,0.8201876580208148
0.06,0.2,0.0,0.5,global_trending,16,0.5398227235682644,0.32791791389504255,0.25185128244809557,0.23,0.54815,0.05865,0.3932,0.8608408190774143
0.06,0.2,0.0,0.5,global_trending,17,0.501087792958863,0.330811067687189,0.27126030329161466,0.255,0.5652,0.05785,0.37695,0.8077078813251645
0.06,0.2,0.0,0.5,global_trending,18,0.5282595433746189,0.4003118546769004,0.32359121265527485,0.305,0.52905,0.0899,0.38105,0.8761623621709244
0.06,0.2,0.0,0.5,global_trending,19,0.4817971947725576,0.32378977663904024,0.24207291506445794,0.215,0.58085,0.0662,0.35295,0.7842640818113309
0.06,0.2,0.0,0.5,global_trending,20,0.527119700541352,0.3650682845731295,0.2946666536768759,0.28,0.5427,0.0804,0.3769,0.8375209402255853
0.12,0.2,0.0,0.5,global_trending,1,0.5380338813570394,0.3948243039441583,0.3378809015728136,0.315,0.5112,0.07435,0.41445,0.9139978725886914
0.12,0.2,0.0,0.5,global_trending,2,0.5039942537498406,0.39089092909053974,0.34381853506930893,0.335,0.52435,0.07575,0.3999,0.8917091544904913
0.12,0.2,0.0,0.5,global_trending,3,0.4890296296058673,0.34938281908651025,0.29868366517748,0.285,0.55645,0.06825,0.3753,0.8209137615342432
0.12,0.2,0.0,0.5,global_trending,4,0.5382270372131428,0.42632585317256017,0.3727771433343062,0.365,0.48855,0.0801,0.43135,0.9711108495044004
0.12,0.2,0.0,0.5,global_trending,5,0.5029302632833011,0.4092320029362054,0.3560474609134206,0.345,0.5036,0.07455,0.42185,0.9404604462349234
0.12,0.2,0.0,0.5,global_trending,6,0.5186356672752157,0.42212021196514427,0.3562314032180188,0.345,0.515,0.1048,0.3802,0.9416415516632077
0.12,0.2,0.0,0.5,global_trending,7,0.513637667411623,0.4111843432730589,0.3315769814432093,0.315,0.54825,0.1065,0.34525,0.86612280989021
0.12,0.2,0.0,0.5,global_trending,8,0.5087707013838418,0.40982418200721404,0.3611864023639956,0.35,0.5171,0.08135,0.40155,0.9235926937893284
0.12,0.2,0.0,0.5,global_trending,9,0.5037796340055101,0.36916714243986865,0.3054779419979637,0.3,0.55615,0.069,0.37485,0.8186705804438918
0.12,0.2,0.0,0.5,global_trending,10,0.4783554051954107,0.34796254669534066,0.29826936421991584,0.29,0.55565,0.0667,0.37765,0.8240220193604807
0.12,0.2,0.0,0.5,global_trending,11,0.5245057294818782,0.39283488584831,0.3418296311848219,0.33,0.51015,0.07865,0.4112,0.9070136411224475
0.12,0.2,0.0,0.5,global_trending,12,0.5092713362654364,0.40708655140698835,0.3504293591849861,0.34,0.53095,0.0977,0.37135,0.8979700481180989
0.12,0.2,0.0,0.5,global_trending,13,0.525746492476239,0.40111841253414793,0.3233461494967163,0.31,0.5243,0.08235,0.39335,0.8755946800187028
0.12,0.2,0.0,0.5,global_trending,14,0.49961878918402114,0.3569075919172344,0.3078463622450721,0.305,0.53915,0.0679,0.39295,0.839166361372168
0.12,0.2,0.0,0.5,global_trending,15,0.49128662390873923,0.4327087508318969,0.3410906981302848,0.315,0.55445,0.1154,0.33015,0.8645589606758982
0.12,0.2,0.0,0.5,global_trending,16,0.5398227235682644,0.381684945424432,0.32135111868981986,0.315,0.53205,0.07675,0.3912,0.9032635367745593
0.12,0.2,0.0,0.5,global_trending,17,0.501087792958863,0.37209052618317157,0.3260459234098183,0.315,0.557,0.07075,0.37225,0.814712986630806
0.12,0.2,0.0,0.5,global_trending,18,0.5282595433746189,0.43438838854539474,0.3653648346464041,0.35,0.51395,0.1146,0.37145,0.8987225459126126
0.12,0.2,0.0,0.5,global_trending,19,0.4817971947725576,0.3706119875657555,0.29628536417450957,0.275,0.5536,0.07815,0.36825,0.8237565309634541
0.12,0.2,0.0,0.5,global_trending,20,0.527119700541352,0.3972304638376756,0.3409149293644835,0.325,0.5205,0.0882,0.3913,0.8972980642673739
0.0,0.5,0.0,0.5,global_trending,1,0.5380338813570394,0.35800139586904733,0.18658957520643502,0.07,0.4296,0.09935,0.47105,1.481333812099325
0.0,0.5,0.0,0.5,global_trending,2,0.5039942537498406,0.3447705048973331,0.18390203571678337,0.11,0.43595,0.10075,0.4633,1.335603010687529
