initial_preference_width,adaptive_tolerance,initial_distribution,seed,initial_mean_extremity,initial_opinion_variance,initial_extreme_share,final_mean_opinion,final_mean_extremity,final_opinion_variance,final_extreme_share,final_preference_width,final_preference_extremity,final_acceptance_threshold,final_rejection_threshold,final_acceptance_rate,final_ignore_rate,final_backfire_rate,final_avg_exposure_distance
0.4,False,moderate,14,0.19561790322441763,0.06472822382509855,0.015,0.00658720912886963,0.25244799731904766,0.1069554616352303,0.035,0.2305420692412874,0.26155409575341415,0.26925000000000004,0.7075,0.61475,0.3565,0.02875,0.18260867490416274
0.4,False,moderate,15,0.18207430057116816,0.054596974623516994,0.005,0.027663508650523107,0.23191180308744383,0.09062853764757527,0.035,0.22942368938390678,0.23658476135917975,0.265,0.7,0.6106,0.3594,0.03,0.17865822593847627
0.4,False,moderate,16,0.1947979019274737,0.05900419723671339,0.0,-0.015170656574163732,0.26652074618851884,0.11454036586440733,0.035,0.22929701533167204,0.27679434763510913,0.2735,0.715,0.61905,0.3514,0.02955,0.1821116428674959
0.4,False,moderate,17,0.22026855053349415,0.07584091167886489,0.01,0.005766463873528554,0.2794835935623307,0.11839620901431717,0.025,0.22852249812455427,0.2864419446997476,0.25905,0.6894999999999999,0.6043,0.36475,0.03095,0.1802848320604138
0.4,False,moderate,18,0.20634549750191936,0.0639118459068717,0.005,-0.009372062660268654,0.2497795023457874,0.10166106720056903,0.015,0.23070723054143463,0.25266478918913293,0.26160000000000005,0.694,0.6058,0.3651,0.0291,0.1845921082134168
0.4,False,moderate,19,0.1836758759509078,0.0555121373562518,0.01,0.03128476417429548,0.23116342617267877,0.0866267208946186,0.025,0.2314041596823017,0.24161108044640933,0.27435000000000004,0.7164999999999999,0.62575,0.34655,0.0277,0.17187226334902145
0.4,False,moderate,20,0.17674799861234677,0.052102144685471,0.0,-0.012401113484126355,0.2266578127561365,0.08570730191491956,0.02,0.23020456845007253,0.234287309815761,0.27265000000000006,0.7134999999999999,0.62435,0.347,0.02865,0.21041274086862885
0.5,False,moderate,1,0.19368711242932793,0.060567150181955354,0.005,-0.010063090356803396,0.2845234200587893,0.13621073002115078,0.065,0.25958270483841,0.2952904633197868,0.26585000000000003,0.7014999999999999,0.557,0.3925,0.0505,0.20141202121590263
0.5,False,moderate,2,0.20010211610582998,0.05914937564592833,0.0,0.015277215504911807,0.30112113760734216,0.1425691556078482,0.065,0.2589344462006658,0.30839408676495716,0.26330000000000003,0.6969999999999998,0.5511,0.3975,0.0514,0.19375182463168122
0.5,False,moderate,3,0.2087807868989531,0.0675892893577474,0.005,-0.008262681587219583,0.29018763866003344,0.13895675215703163,0.07,0.25948461651781124,0.294356835698958,0.26160000000000005,0.694,0.5479,0.40095,0.05115,0.1851758418382985
0.5,False,moderate,4,0.18516942468866723,0.05722506017601958,0.0,-0.01891606516678325,0.27644670980436414,0.11815649434650098,0.05,0.25779698618177904,0.2771348729740771,0.2667,0.7029999999999998,0.54995,0.3979,0.05215,0.21646012687627436
0.5,False,moderate,5,0.20355475408172022,0.06709254950210512,0.005,-0.018021050137576246,0.2956292915961702,0.14378928792107118,0.08,0.25718701704488384,0.29845893850858096,0.2573500000000001,0.6864999999999999,0.54805,0.3995,0.05245,0.19792737690273277
0.5,False,moderate,6,0.2034061881937388,0.06619622321440437,0.0,-0.018771427512959134,0.28969893902930716,0.14185687633205343,0.07,0.2588448675226593,0.2914059406733784,0.265,0.7,0.5531,0.3959,0.051,0.19654427999193758
0.5,False,moderate,7,0.19973752891327293,0.062171627847634976,0.0,0.032640045593655846,0.28844464309950335,0.12943276518863342,0.055,0.26187075147153566,0.2938283542619834,0.2735000000000001,0.715,0.56035,0.39085,0.0488,0.1987304639127541
0.5,False,moderate,8,0.20526820885050978,0.06596145404051804,0.01,0.05097024174569909,0.2942052044145782,0.13880721170011515,0.065,0.26202145812960626,0.30199138459712205,0.2709500000000001,0.7104999999999998,0.5642,0.38745,0.04835,0.19094183632207545
0.5,False,moderate,9,0.19732153193000668,0.0569653333245531,0.0,0.03873129390096225,0.30883602449428843,0.1416202356421515,0.04,0.25934114941877356,0.31336464564672517,0.26925000000000004,0.7075,0.55695,0.3927,0.05035,0.22212902155115155
0.5,False,moderate,10,0.20645973261972317,0.06570118867715767,0.005,0.026540909926451386,0.28831255492714375,0.13587683589729818,0.065,0.2607001710805162,0.29517930212409416,0.26585000000000003,0.7014999999999999,0.5529,0.3973,0.0498,0.20108261195630894
0.5,False,moderate,11,0.20216316254947897,0.06249167289108107,0.0,-0.010798576631450674,0.3087979367983413,0.14446434832502247,0.045,0.25814979225770857,0.3172607211022199,0.26415000000000005,0.6984999999999999,0.5533,0.395,0.0517,0.2131913517531427
0.5,False,moderate,12,0.20434606882580947,0.06384190483407828,0.0,-0.02921466043515837,0.30051816172950646,0.15355569082217407,0.09,0.2614948076931516,0.3050408950933072,0.2684,0.706,0.56205,0.38895,0.049,0.19202259995948673
0.5,False,moderate,13,0.1990532161772493,0.06659893107410736,0.01,0.051712237069402874,0.29617586715683325,0.14511325192417654,0.06,0.2631757922284421,0.2986658847350631,0.27435000000000004,0.7164999999999998,0.56995,0.38285,0.0472,0.1944169493217756
0.5,False,moderate,14,0.19132881856102257,0.06032302135969961,0.01,-0.03218002608553082,0.28821097724922373,0.13386463442936708,0.06,0.2575544740051058,0.29326976984013603,0.26925000000000004,0.7075,0.5631,0.38565,0.05125,0.19603329501324032
0.5,False,moderate,15,0.18781445454067416,0.054076990527862724,0.0,-0.007890376313035262,0.28745646477477904,0.12652983311901533,0.045,0.25821048013491293,0.2927080787120594,0.265,0.7,0.5565,0.392,0.0515,0.2065323660384558
0.5,False,moderate,16,0.19456911242431194,0.059464091186335714,0.0,0.00677502383237782,0.305862687634593,0.14878299063678088,0.08,0.2618062602110027,0.31334660327652253,0.2735,0.715,0.5643,0.3871,0.0486,0.191004248953136
0.5,False,moderate,17,0.20145120042491663,0.06828905989689077,0.005,0.04092216869373166,0.310167757172932,0.15548449912183954,0.085,0.2588820777076289,0.3141059865340246,0.25905,0.6894999999999999,0.5484,0.40045,0.05115,0.18579186092081304
0.5,False,moderate,18,0.20577480403315182,0.06427070814093717,0.005,-0.028591970035280273,0.3210960196829902,0.16160657274141435,0.08,0.25524324377535634,0.32772094299043475,0.26160000000000005,0.694,0.5507,0.39575,0.05355,0.2190901192113845
0.5,False,moderate,19,0.19120093984120728,0.06120248296163891,0.01,-0.02091683224770751,0.28399514260738257,0.12919751000167476,0.055,0.2601231582909861,0.2888942110393855,0.27435000000000004,0.7164999999999999,0.5688,0.38155,0.04965,0.22412670301212378
0.5,False,moderate,20,0.20889700236614783,0.06743617583510131,0.01,0.03515267871761219,0.31206795541745885,0.14684888524016643,0.065,0.2636930326769545,0.3171518027824871,0.27265000000000006,0.7134999999999999,0.55945,0.39305,0.0475,0.1932674419446699
0.6,False,moderate,1,0.18394089641796868,0.05436527386966051,0.005,0.038011802675364914,0.33238226303243273,0.16898549825854517,0.085,0.27741644516340075,0.338596378963714,0.26585000000000003,0.7014999999999999,0.5213,0.406,0.0727,0.197091764364154
0.6,False,moderate,2,0.20808894729651659,0.06947445059545329,0.0,-0.014722465239111223,0.3775207520214312,0.22311270055804733,0.17,0.2794454856520817,0.3822083536659027,0.26330000000000003,0.6969999999999998,0.50865,0.4196,0.07175,0.2243433761868524
0.6,False,moderate,3,0.19488470040469325,0.05762710962177033,0.0,-0.016182029107750608,0.32560977682578895,0.16502482417283068,0.09,0.2797391776961951,0.33475533520249,0.26160000000000005,0.694,0.51405,0.4144,0.07155,0.21478697501743987
0.6,False,moderate,4,0.20185004000881981,0.060929555546308654,0.01,-0.027005697199126245,0.3705863499372415,0.21027984002264866,0.135,0.2816370336102825,0.37853047758712405,0.2667,0.7029999999999998,0.52685,0.40345,0.0697,0.20789502968861093
0.6,False,moderate,5,0.19743492995067194,0.061094215315502486,0.005,0.032985390705528875,0.33494388026075256,0.17594922585454242,0.09,0.2758344406893905,0.33624222532448755,0.2573500000000001,0.6864999999999999,0.5054,0.4202,0.0744,0.21860252307495423
0.6,False,moderate,6,0.21022928762631285,0.06477427154408084,0.0,0.06515566904812237,0.372755193769894,0.20475396460753578,0.135,0.2768402206457376,0.37814501515799537,0.265,0.7,0.52345,0.4042,0.07235,0.2110719636553646
0.6,False,moderate,7,0.20541766862783611,0.061793579504759874,0.0,0.025538414090303583,0.35497769098819093,0.19529248005515673,0.12,0.2855982947512868,0.3608358511728354,0.2735000000000001,0.715,0.52835,0.40445,0.0672,0.24100947771705347
0.6,False,moderate,8,0.2056930368031533,0.0615798414560439,0.0,-0.0008150801502107275,0.3781229436711696,0.2144614005426478,0.13,0.28181018633768723,0.3811659662391948,0.2709500000000001,0.7104999999999998,0.5312,0.39975,0.06905,0.2164084218887308
