initial_preference_width,social_signal_weight,initial_distribution,seed,initial_mean_extremity,final_mean_extremity,final_opinion_variance,final_extreme_share,final_preference_width,final_acceptance_rate,final_backfire_rate,final_opinion_bimodality
0.2,0.0,moderate,19,0.1845465697203597,0.22213450160870288,0.08395593028492522,0.03,0.1259943045293906,0.85805,0.0007,1.1861589751583645
0.2,0.0,moderate,20,0.22431371000053507,0.2705075782990148,0.1149723798125594,0.04,0.1262362220690054,0.85105,0.00075,1.3188551645618802
0.2,0.2,moderate,1,0.20774412439434806,0.24563666270968126,0.09649649385371177,0.015,0.1260029138855061,0.85575,0.0008,1.294177625200272
0.2,0.2,moderate,2,0.20128988548028026,0.23319797845504098,0.08080251123823545,0.0,0.12635828748522132,0.8475,0.00075,1.4187788775813202
0.2,0.2,moderate,3,0.20184053864415794,0.2343665738693295,0.08326298238092208,0.0,0.12650337889287153,0.8468,0.0006,1.3835390450874796
0.2,0.2,moderate,4,0.20465350561170467,0.24477309736193006,0.09628122554752055,0.02,0.1264995718183117,0.84985,0.00045,1.2719987805870243
0.2,0.2,moderate,5,0.1947720481733154,0.24720456467985905,0.09528209084779891,0.02,0.12663885432224267,0.8382,0.00085,1.3518285820998563
0.2,0.2,moderate,6,0.20361917304160557,0.24302421104465907,0.09155839980344986,0.01,0.12635531506549447,0.84775,0.00075,1.3474351673250375
0.2,0.2,moderate,7,0.18998558562037918,0.23312653115720408,0.0828681734799908,0.005,0.12613318901912068,0.85555,0.00065,1.3659117721065286
0.2,0.2,moderate,8,0.1894679210288135,0.2312328343621202,0.08094719773277317,0.0,0.1259839539201758,0.8602,0.0006,1.3949357547630536
0.2,0.2,moderate,9,0.21436430038837428,0.25837414660874736,0.09980180051895651,0.025,0.12617970367814638,0.85725,0.0005,1.426265285763685
0.2,0.2,moderate,10,0.2051206515580141,0.25334399163072263,0.09746483416744893,0.02,0.12609434012345044,0.8554,0.0007,1.377445809676239
0.2,0.2,moderate,11,0.20219902612267976,0.22406891720910302,0.08192817933849326,0.0,0.12631456372370697,0.84585,0.0009,1.254681661330099
0.2,0.2,moderate,12,0.1879594933441735,0.2364276685518033,0.08585616825678795,0.0,0.12651062833903912,0.8487,0.0005,1.3716363746680227
0.2,0.2,moderate,13,0.2025441167420773,0.2506400572700162,0.09693437960676146,0.02,0.12597392497766907,0.86065,0.0006,1.3536110911707997
0.2,0.2,moderate,14,0.2193043826010329,0.24915827699239274,0.09411019086193473,0.01,0.12630586592435317,0.85395,0.0005,1.3637410285243563
0.2,0.2,moderate,15,0.19073161190963425,0.22406731257425677,0.07905836067006945,0.005,0.1261540855283221,0.85285,0.00075,1.3384068775618687
0.2,0.2,moderate,16,0.19693928565980987,0.24369840692513228,0.08946393165444132,0.01,0.1260812118974317,0.85985,0.0005,1.3924943205019087
0.2,0.2,moderate,17,0.19718492161192006,0.2461833316965518,0.09155297453883954,0.005,0.12677949227533802,0.84055,0.00055,1.4002078269548985
