initial_preference_width,social_signal_weight,initial_distribution,seed,initial_mean_extremity,final_mean_extremity,final_opinion_variance,final_extreme_share,final_preference_width,final_acceptance_rate,final_backfire_rate,final_opinion_bimodality
1.0,0.8,moderate,5,0.18997572320940265,0.5570373064481317,0.4293301543820543,0.42,0.3250350454061811,0.4852,0.13655,1.610014550608564
1.0,0.8,moderate,6,0.19675815733155522,0.5767101322365827,0.43939822895854136,0.43,0.33358358904665564,0.4912,0.13005,1.734269701124377
1.0,0.8,moderate,7,0.2039797382433578,0.6093132077541547,0.47114684839939514,0.45,0.3443368072462442,0.50235,0.1248,1.9280868748390516
1.0,0.8,moderate,8,0.2092838840599237,0.6314325010552668,0.5001862585117397,0.49,0.34127376293810113,0.49775,0.12975,1.9729208252699402
1.0,0.8,moderate,9,0.20101007257985798,0.6036096049269751,0.4682020626887511,0.455,0.3396914244192149,0.4958,0.12795,1.8731393699472774
1.0,0.8,moderate,10,0.19700067149052347,0.5942606339677186,0.457792027504729,0.44,0.33066014969394486,0.4893,0.13655,1.8293474404035228
1.0,0.8,moderate,11,0.2009755658331941,0.585025638015984,0.4588576541110358,0.46,0.33234386918366915,0.49925,0.1306,1.6389934830093815
1.0,0.8,moderate,12,0.20099036025259168,0.5959658701066296,0.4692029724607142,0.49,0.3365978541265904,0.4951,0.1294,1.7344199786660808
1.0,0.8,moderate,13,0.19499988871858975,0.6029335135993444,0.47073415155304943,0.49,0.3445746203340175,0.51165,0.1231,1.8390923853444259
1.0,0.8,moderate,14,0.19750463308565705,0.5814976240502637,0.4474119755579607,0.47,0.3381042942195958,0.4975,0.1296,1.707729220915531
1.0,0.8,moderate,15,0.2033597019723389,0.6227140743700215,0.4991462068584639,0.495,0.3379593600804738,0.5009,0.12865,1.8619726439959
1.0,0.8,moderate,16,0.2097812750531648,0.6187113568169325,0.4945040541486952,0.51,0.337363252126582,0.5043,0.1272,1.8534407461751587
1.0,0.8,moderate,17,0.19257103555442093,0.5608167383788171,0.42441061201452257,0.415,0.3280264856270586,0.49105,0.13465,1.6183478731777874
1.0,0.8,moderate,18,0.2082614068982168,0.5840059082927251,0.47276781244621835,0.47,0.3260076159722668,0.49365,0.13795,1.6088792679071628
1.0,0.8,moderate,19,0.1967325297438272,0.6031427324230214,0.4594075625642451,0.455,0.3406668157917203,0.50805,0.1255,1.8741908108368612
1.0,0.8,moderate,20,0.2100489545648035,0.6077712916459802,0.471219523985905,0.485,0.3381799273893533,0.51385,0.1281,1.8207464393159054
0.2,0.0,polarized,1,0.4381235576236762,0.4616178292784465,0.25799068751551985,0.09,0.12653687798482302,0.8461,0.0006,2.1856756172716074
0.2,0.0,polarized,2,0.4461987608528247,0.4430424493123087,0.23987522998657496,0.085,0.12630013682892915,0.84715,0.00085,2.0255329358331378
0.2,0.0,polarized,3,0.4624882496509265,0.45791016636354037,0.2620074325052939,0.11,0.12657526888765397,0.84605,0.00055,1.9696690809776864
0.2,0.0,polarized,4,0.4495554188053172,0.44862560512049,0.2516016769854164,0.1,0.12667533778712753,0.84235,0.0006,1.9984085265602225
0.2,0.0,polarized,5,0.45381265964869044,0.44422046855072067,0.25462194626310947,0.105,0.12624087512860224,0.843,0.00115,1.8376051957613209
0.2,0.0,polarized,6,0.4671699617076717,0.5008311282394033,0.29975183192003724,0.14,0.12675245933505289,0.84345,0.00045,2.265527643425046
0.2,0.0,polarized,7,0.46164884291421815,0.4522497937095045,0.2540578034152227,0.1,0.12625370848356054,0.85045,0.00075,1.9694509237722755
0.2,0.0,polarized,8,0.467757481256382,0.47395946952298984,0.2742628202298469,0.155,0.12664191056361357,0.8454,0.0005,2.102920079236964
0.2,0.0,polarized,9,0.4530307487494663,0.4738234332532757,0.27523985765594117,0.12,0.12599751041772975,0.86095,0.00055,2.086567167422465
0.2,0.0,polarized,10,0.4438489740586,0.4533247210007545,0.2555000664026215,0.095,0.12620315486522507,0.8537,0.00065,1.982809559450541
0.2,0.0,polarized,11,0.4336341484022485,0.45261430514195383,0.2536554562981362,0.105,0.1264571605724133,0.843,0.00085,2.011161177479106
0.2,0.0,polarized,12,0.4546819236927652,0.4480252930295141,0.24809310602770804,0.115,0.12671253739273836,0.8425,0.00055,1.9577531123158154
0.2,0.0,polarized,13,0.4554049597410974,0.4420378420953537,0.24351685090605218,0.115,0.1263323197167319,0.85025,0.00065,1.8075783419318552
0.2,0.0,polarized,14,0.44336588146456224,0.4441823927020599,0.2497996042117211,0.105,0.12622013590677292,0.8501,0.0008,1.8186902983561613
0.2,0.0,polarized,15,0.43872048715931,0.45209513991482686,0.24749887714793728,0.08,0.12665439551886948,0.846,0.00045,1.9475969798767025
0.2,0.0,polarized,16,0.46438570919571176,0.47409032515197014,0.27808098919345114,0.16,0.12620620374416172,0.8625,0.0002,1.900266684273684
0.2,0.0,polarized,17,0.45545026396036353,0.479551580693953,0.284580545378665,0.15,0.12644454939870628,0.85235,0.0004,2.0446674374594322
0.2,0.0,polarized,18,0.45877393027106683,0.4620652311342876,0.26388902557576555,0.115,0.12647940675043276,0.8464,0.00065,2.0024300241846995
0.2,0.0,polarized,19,0.4357489899408239,0.44975899114667756,0.2498962150345816,0.11,0.12658743492454627,0.8516,0.00025,1.9109517345042335
0.2,0.0,polarized,20,0.47999532124192285,0.49078306561922863,0.2862890969314216,0.145,0.1263857784143618,0.84805,0.0007,1.9562280813368171
0.2,0.2,polarized,1,0.4543305874210945,0.4590186118545643,0.25366899349063954,0.06,0.1257909209616673,0.8634,0.0007,2.207407944403106
0.2,0.2,polarized,2,0.4533215202509389,0.44691717691989014,0.24507372809329425,0.08,0.12610680366486826,0.85425,0.00075,2.0865252588380527
0.2,0.2,polarized,3,0.4390558414918966,0.44483010170508236,0.24448643391374023,0.08,0.12642294265270554,0.85675,0.0002,1.9587011797963652
0.2,0.2,polarized,4,0.463250884937976,0.4738198639419353,0.2722532595803069,0.125,0.12635971362326567,0.85045,0.0006,2.0986053234549016
0.2,0.2,polarized,5,0.4494646338809508,0.45319790771050594,0.25574739354964515,0.105,0.1265300011827533,0.85,0.0004,1.9936754709675613
0.2,0.2,polarized,6,0.42627291287737806,0.4257074360949127,0.22189328976896913,0.06,0.12676051799718518,0.84115,0.00055,2.0562137334430424
0.2,0.2,polarized,7,0.4385900868680278,0.44676659371248933,0.24605850285113756,0.095,0.12611391722940182,0.859,0.0005,1.9051428764300071
0.2,0.2,polarized,8,0.44518363917839693,0.45114555489118485,0.24683338875668184,0.095,0.12653160541901382,0.8491,0.00045,2.124537393498258
0.2,0.2,polarized,9,0.44760729040325314,0.45634218861997483,0.26008436469883556,0.12,0.1259540791414051,0.8632,0.0005,1.9773079930007103
0.2,0.2,polarized,10,0.45248859798725827,0.46676787286773236,0.2682722433105696,0.1,0.12592786054186264,0.8619,0.0006,2.069710097756701
0.2,0.2,polarized,11,0.45076680193922464,0.4500304501708706,0.2570312709818324,0.155,0.12623196422624894,0.85285,0.00065,1.9080592349302758
0.2,0.2,polarized,12,0.4577454516831612,0.44706655610101464,0.2480291578409565,0.12,0.12637185014073035,0.84925,0.00065,1.9994166061941967
0.2,0.2,polarized,13,0.4614656836527065,0.4556243066598956,0.2560168455877771,0.13,0.12660263787092088,0.85125,0.00025,1.9148028888075812
0.2,0.2,polarized,14,0.4350709436940856,0.4484797118870093,0.2472289705100321,0.115,0.1260657669752222,0.85225,0.0009,1.942327654486427
0.2,0.2,polarized,15,0.44595397635296435,0.43892216359006153,0.24018829853545626,0.12,0.1263547922919827,0.8536,0.00045,1.7353433890940049
0.2,0.2,polarized,16,0.4572244301257271,0.4541899982333522,0.24803442211394752,0.085,0.1258481222183667,0.86785,0.0004,2.007342720492644
0.2,0.2,polarized,17,0.4650326242767061,0.45203730113604423,0.2553502343374032,0.09,0.12618597047461225,0.86105,0.0003,1.9990124614304967
0.2,0.2,polarized,18,0.44771245860215186,0.45545667363058756,0.2512056320281668,0.1,0.1264393025054287,0.8525,0.0004,2.0476819641390236
0.2,0.2,polarized,19,0.4768713028104301,0.4839687638587873,0.27953716563381387,0.12,0.12632638362355317,0.85635,0.00035,2.09398962942345
0.2,0.2,polarized,20,0.4402890151639723,0.4488952427059587,0.2492884370385366,0.095,0.12628156890315728,0.8516,0.00065,1.9579662656224435
0.2,0.4,polarized,1,0.4475370622069102,0.4543110555223376,0.2518647852295519,0.08,0.12625669885704868,0.86015,0.00025,2.126183697656919
0.2,0.4,polarized,2,0.43853603271607505,0.4336133670261737,0.22928649449854477,0.065,0.12655470804063543,0.8514,0.0003,2.117791672101673
0.2,0.4,polarized,3,0.46627883513779067,0.4840697085787031,0.27488984559584706,0.085,0.12634957107446662,0.8558,0.00035,2.3815514472262196
0.2,0.4,polarized,4,0.46050896780329587,0.4540805506648745,0.25354892215211144,0.095,0.12605000425850857,0.8614,0.00045,2.0865523661812904
0.2,0.4,polarized,5,0.4346426222861741,0.4557411984506025,0.2518252221698727,0.11,0.12648887647988796,0.8521,0.00035,2.1792281496340222
0.2,0.4,polarized,6,0.4411238435680434,0.4514225321124781,0.2466443300164467,0.095,0.12613541072042886,0.85825,0.0005,2.174065760555404
0.2,0.4,polarized,7,0.4762160349933858,0.46970734645756634,0.2620618989118088,0.08,0.12599746414728208,0.8609,0.00055,2.028901512279753
0.2,0.4,polarized,8,0.4316163378937977,0.4335941939964666,0.23486382445731593,0.085,0.12604192277561943,0.85585,0.00075,1.9973411561486427
0.2,0.4,polarized,9,0.44662051266876757,0.4530595799048433,0.2527478692921275,0.12,0.1259305682321991,0.86465,0.00045,2.0795021291768627
0.2,0.4,polarized,10,0.43473052606933477,0.4405817243323115,0.24767452802022205,0.12,0.12580751644301805,0.8688,0.0004,1.8786952532559116
0.2,0.4,polarized,11,0.4511500705044253,0.4598406241052849,0.2629870456996402,0.115,0.12601034717869328,0.8595,0.0006,1.9924753246908644
0.2,0.4,polarized,12,0.45403530846321305,0.44524098172020715,0.24075117928185272,0.08,0.126271145077583,0.85875,0.0003,1.9857509091962198
0.2,0.4,polarized,13,0.4272283443185477,0.41956224615180476,0.21780098105115106,0.065,0.1263296108674456,0.85625,0.00035,1.8698223924896973
0.2,0.4,polarized,14,0.45282854892463786,0.4565699081728436,0.24803431902323436,0.07,0.12618939079049682,0.8548,0.0006,2.1233528080441975
0.2,0.4,polarized,15,0.45878416047628584,0.46502717857570397,0.2608091467275901,0.105,0.12623333133875303,0.86175,0.0002,1.9158221993833715
0.2,0.4,polarized,16,0.44948117698355383,0.4377198220850193,0.2417473637426876,0.085,0.1257130161480099,0.8675,0.0006,1.9490712938964272
0.2,0.4,polarized,17,0.41965076203633217,0.4244306693163912,0.22779724538126556,0.085,0.12611175079671832,0.86105,0.0004,1.9403693428275726
0.2,0.4,polarized,18,0.4391712842409743,0.43492118804434005,0.24148340579274727,0.1,0.12611565671253303,0.86175,0.00035,1.8828283732951443
0.2,0.4,polarized,19,0.44428265713128084,0.44497314344395905,0.24409715541682897,0.085,0.12593544042352167,0.86175,0.0006,1.9782433066812657
0.2,0.4,polarized,20,0.4438925323753382,0.45342527463609406,0.25620272766171504,0.145,0.1262581692175347,0.85325,0.0006,1.9029490405880107
0.2,0.6,polarized,1,0.44887098742620346,0.4502040964531557,0.2501066948607615,0.11,0.1256527578077111,0.8729,0.0004,2.0741055243453568
0.2,0.6,polarized,2,0.4422149712249033,0.4617171487378768,0.27119969323289544,0.165,0.12560852593687585,0.8681,0.0007,1.8738990704182041
0.2,0.6,polarized,3,0.4302168822370828,0.44049467408011345,0.23877005995304415,0.08,0.1259627770277206,0.8667,0.0003,2.074646135221799
0.2,0.6,polarized,4,0.4583297061530296,0.46354262092800375,0.26321706438448533,0.14,0.12559421485203942,0.8704,0.0006,2.0357866414898544
0.2,0.6,polarized,5,0.4367694582520407,0.4530306851797851,0.2509680649219438,0.1,0.12600778514259417,0.8615,0.0005,2.0293022320505596
0.2,0.6,polarized,6,0.44490454084565184,0.45374282618420864,0.2472987163733441,0.085,0.12607648816187647,0.85975,0.0005,2.236650265652934
0.2,0.6,polarized,7,0.4527352559654338,0.45338280057305413,0.25155831945123247,0.125,0.12598982985739068,0.86415,0.0004,2.0811581076568353
0.2,0.6,polarized,8,0.45719550675931075,0.4518138963055267,0.2488323470389949,0.09,0.12571332329840423,0.8662,0.00065,2.1494977158683404
0.2,0.6,polarized,9,0.4502227479937942,0.46101261895237555,0.25648148748759314,0.095,0.12561192635283702,0.87195,0.0005,2.202144739145691
0.2,0.6,polarized,10,0.45769240438973297,0.45891427273292607,0.2610239742194461,0.12,0.125634507886799,0.8714,0.0005,1.8766273125911774
0.2,0.6,polarized,11,0.4630007709282331,0.4546263952657932,0.25093292680412654,0.09,0.1258988737741508,0.86335,0.00055,2.1700964833541168
0.2,0.6,polarized,12,0.4565228048791198,0.44714170203653336,0.24346900877672112,0.09,0.12628371359962748,0.8603,0.0002,2.040856884447697
0.2,0.6,polarized,13,0.45799349597417005,0.45656785561448787,0.25358914371031405,0.11,0.12564279115434995,0.86525,0.0008,1.866212946920344
0.2,0.6,polarized,14,0.4131401944221399,0.42436580168744714,0.224335702973389,0.05,0.1257815115689586,0.8625,0.00075,1.9394561985506096
0.2,0.6,polarized,15,0.45700915374558915,0.45851282761941886,0.25187441624168316,0.08,0.12602504184279745,0.86415,0.00035,2.160727425070941
0.2,0.6,polarized,16,0.4282724098416991,0.43461536535930406,0.23496565464200247,0.105,0.1256066559558628,0.87315,0.00045,1.894750764942431
0.2,0.6,polarized,17,0.45327649099740036,0.4678754809459803,0.25957185638726293,0.11,0.1257170702694993,0.87125,0.0004,2.237592107407753
0.2,0.6,polarized,18,0.45290790179858176,0.45726769341703866,0.25537335179997667,0.095,0.12592125488959652,0.8659,0.0004,2.035400979398638
0.2,0.6,polarized,19,0.46196529282311444,0.4728922149906923,0.2604724738611928,0.08,0.12595855556819094,0.8678,0.00025,2.2117692463579557
0.2,0.6,polarized,20,0.46530223466822174,0.4686579939167407,0.2676620829672764,0.14,0.12588173811570502,0.86775,0.00035,1.8211008586366781
0.2,0.8,polarized,1,0.4655068770903673,0.43920783340401004,0.23556144265472467,0.06,0.1254732206763229,0.87765,0.0004,2.1193882256720844
0.2,0.8,polarized,2,0.4697100224863802,0.4723822729416943,0.27159000689746254,0.12,0.12583537111847806,0.8681,0.0004,2.0416475267053946
0.2,0.8,polarized,3,0.44754035952678445,0.4484675719819265,0.25114131629189684,0.075,0.1257688159363273,0.86775,0.0005,1.981620652946113
0.2,0.8,polarized,4,0.4532308254509848,0.46782069068700566,0.26381158340647526,0.09,0.12569675339767136,0.8707,0.00045,2.182267674629384
0.2,0.8,polarized,5,0.43949416322356333,0.4433458159401314,0.24362321165449102,0.115,0.12584122161703346,0.86285,0.00065,2.0319112567961155
0.2,0.8,polarized,6,0.44611366928609597,0.42911112269709845,0.23540720447166438,0.105,0.1255530757303805,0.8704,0.00065,1.8880441546401243
0.2,0.8,polarized,7,0.46132042861148365,0.458068929204237,0.24978074580081233,0.09,0.12572812726811747,0.8718,0.00035,2.146162217017552
0.2,0.8,polarized,8,0.45364884040579795,0.4354098321405823,0.22684262184003579,0.065,0.12562212897620562,0.8696,0.0006,2.2576010829505955
0.2,0.8,polarized,9,0.4376623351191449,0.45324150155034376,0.25124175949006916,0.1,0.1254567295518,0.8759,0.0005,2.0799380881843943
0.2,0.8,polarized,10,0.44525551587970463,0.4567463874960835,0.25221650981315835,0.095,0.12550390110639018,0.8777,0.00035,2.1834923524251755
0.2,0.8,polarized,11,0.46637602904264475,0.48235465835727626,0.2768822867372082,0.125,0.12593592632355222,0.8664,0.00035,2.2642378362618905
0.2,0.8,polarized,12,0.4541375595814192,0.4430571625369136,0.24407758938072924,0.105,0.1263418792497842,0.8607,0.0001,1.9135538404345815
0.2,0.8,polarized,13,0.47568427855382156,0.4860909799975828,0.2772105007195273,0.12,0.12566273722407906,0.86955,0.00055,2.0787173266983205
0.2,0.8,polarized,14,0.4632892730937861,0.4751659562096805,0.27407860587993943,0.13,0.12572182332396387,0.8699,0.00045,1.9748165434998113
0.2,0.8,polarized,15,0.46966129685101665,0.4855673751720086,0.2757077673438255,0.12,0.12556791548173682,0.8701,0.00065,1.9737479785208532
0.2,0.8,polarized,16,0.4766773085143873,0.47506646818879056,0.27422345747060206,0.15,0.1250912499199259,0.88465,0.00055,1.9960482518062581
0.2,0.8,polarized,17,0.4574615815611461,0.45714643859947446,0.25056713580517537,0.085,0.12550639312156192,0.8757,0.00045,2.217749962664737
0.2,0.8,polarized,18,0.46893278449790954,0.46607415343104175,0.26959730969473705,0.14,0.12557782545120433,0.87185,0.00055,2.012564720268313
0.2,0.8,polarized,19,0.44079016401872306,0.4520164524544616,0.24700941503810242,0.105,0.1260875519129646,0.86545,0.0002,2.0283280127927936
0.2,0.8,polarized,20,0.44151742888643186,0.4459887754000584,0.24202039542228984,0.075,0.12580226533902714,0.8678,0.00045,1.9162923975116
1.0,0.0,polarized,1,0.47022919106830136,0.8965871133060237,0.8397982928360349,0.905,0.34840778645119,0.5906,0.11655,4.717024788555911
1.0,0.0,polarized,2,0.44345326275709485,0.8648063475604195,0.7972862971032201,0.865,0.34143790084733605,0.58045,0.12045,3.939250617092227
1.0,0.0,polarized,3,0.46410005115887915,0.8425912967646141,0.7748345964526435,0.84,0.341663130092163,0.5779,0.121,3.336525846891558
1.0,0.0,polarized,4,0.4765435463022172,0.8657672184923635,0.8071229634536078,0.885,0.3381735719625088,0.5839,0.1216,3.655543228906736
1.0,0.0,polarized,5,0.43570688765996507,0.8274485360096002,0.7567725611103868,0.805,0.34071390911345234,0.5654,0.1216,3.0807192811744084
1.0,0.0,polarized,6,0.4280224505736966,0.8316699790135064,0.7610832008161593,0.805,0.33627249082102645,0.5638,0.12385,3.1529268514141044
1.0,0.0,polarized,7,0.4760863460158343,0.8703855388148503,0.8007714853457171,0.875,0.3427881986703094,0.5875,0.11985,3.782994263500625
1.0,0.0,polarized,8,0.4702765327933123,0.8502185916854694,0.7804750565791511,0.84,0.34553281963305305,0.5729,0.1188,3.317816278452782
1.0,0.0,polarized,9,0.4513811207648009,0.8920020870956481,0.8311014392437625,0.89,0.34777962968884796,0.58475,0.11735,4.414755390499423
1.0,0.0,polarized,10,0.4259079335169467,0.8482281459972291,0.7818557492326974,0.86,0.3450911213393914,0.57235,0.1189,3.374791734820019
1.0,0.0,polarized,11,0.45061967525033614,0.8622925911514234,0.801470170644487,0.875,0.3375510298073419,0.5772,0.1224,3.5736565951305934
1.0,0.0,polarized,12,0.44118673120825674,0.8699191103984835,0.7964310919423042,0.87,0.3378065980168817,0.58265,0.1218,3.637831876607319
1.0,0.0,polarized,13,0.4440125133488195,0.8588221505994502,0.7853613173290916,0.86,0.3414410017505844,0.5822,0.1202,3.4188433664914557
1.0,0.0,polarized,14,0.44001668275342654,0.8500346274705817,0.7750035132757241,0.83,0.3438178039039424,0.571,0.11995,3.2737866364932855
1.0,0.0,polarized,15,0.46127586838590723,0.8861263944238178,0.8234011917868048,0.91,0.34374341165545474,0.59425,0.11835,3.6587191281804317
1.0,0.0,polarized,16,0.46215483318774575,0.8646738227770208,0.7941783774515802,0.87,0.3479543978049831,0.592,0.1164,3.87003478135901
1.0,0.0,polarized,17,0.451730962807317,0.878294597507794,0.8115993847122954,0.885,0.3469774302465682,0.58555,0.11735,4.172938830272252
1.0,0.0,polarized,18,0.4410174011549286,0.8550103211010759,0.7830270944182922,0.855,0.34818770568285673,0.5765,0.11735,3.8400404787629627
1.0,0.0,polarized,19,0.4538280205339396,0.8783561785647166,0.8057824650210628,0.89,0.34353512541773684,0.5763,0.11925,3.6296007366991407
1.0,0.0,polarized,20,0.44830274756341365,0.8574538976116205,0.7713824687373919,0.845,0.34601926197411315,0.5723,0.11865,3.002229736904738
1.0,0.2,polarized,1,0.45286071454054094,0.8701316976834282,0.8023910086541167,0.875,0.34721888998340106,0.59075,0.1167,4.050609715099799
1.0,0.2,polarized,2,0.45485093714953223,0.8653368027656088,0.803830226495831,0.87,0.3443094439784776,0.5927,0.11815,3.6858732781603303
1.0,0.2,polarized,3,0.444667057853714,0.8743789781380087,0.8046957868962125,0.885,0.34230660636814464,0.583,0.1197,3.9081021096985187
1.0,0.2,polarized,4,0.44902074378111334,0.846692163645823,0.7772768849773825,0.845,0.3479207942289412,0.5737,0.11725,3.2404523871617616
1.0,0.2,polarized,5,0.4522106305428775,0.8747410167777798,0.8093421191365044,0.865,0.3491812099740367,0.5853,0.11615,4.102550433815442
1.0,0.2,polarized,6,0.4519375616755208,0.8523911964223352,0.7852513421205137,0.845,0.3387250761418051,0.5752,0.1219,3.53712279787362
1.0,0.2,polarized,7,0.4493262492746098,0.8594281672067493,0.7808060887532442,0.875,0.3461160640644589,0.58765,0.11725,3.4573092962511027
1.0,0.2,polarized,8,0.4513243536216969,0.850749564897265,0.7773423457126453,0.825,0.3466827874483031,0.5782,0.11765,3.5845941854825925
1.0,0.2,polarized,9,0.4407976538936484,0.8650082234487232,0.8009017547664615,0.865,0.34631443990102667,0.5866,0.11745,3.7487928464605584
1.0,0.2,polarized,10,0.45600862932703223,0.8476344996620634,0.7729198521234535,0.84,0.34622795371685267,0.58565,0.11795,3.622926590401456
1.0,0.2,polarized,11,0.47255755578853736,0.8805089311569506,0.8129413705575814,0.87,0.34665896605574503,0.58665,0.1177,4.156566271871304
1.0,0.2,polarized,12,0.46297055395999315,0.8473817371095145,0.7754126142076154,0.845,0.344459750517951,0.5795,0.11905,3.402080491870096
1.0,0.2,polarized,13,0.4399307939369163,0.8389452201373646,0.7584276016083664,0.83,0.34173804088189014,0.57335,0.1207,2.8478494057754324
1.0,0.2,polarized,14,0.4550682404820072,0.847715627758064,0.7854981619525907,0.855,0.34891461843514165,0.58125,0.11725,3.2214411878410516
1.0,0.2,polarized,15,0.43176239742084777,0.8383468551414659,0.7508409391873484,0.835,0.3501616842327546,0.57585,0.1165,3.253619475374351
1.0,0.2,polarized,16,0.4604566909932757,0.8450861146774769,0.7683371296984481,0.855,0.3509564943959681,0.58985,0.11565,3.3496946738586204
1.0,0.2,polarized,17,0.4310685752482928,0.8599461000194079,0.7900269976458091,0.845,0.3487886546118756,0.5736,0.1173,3.766189282336549
1.0,0.2,polarized,18,0.44563193962731956,0.8479423524508692,0.7700441485234202,0.84,0.3427646297666794,0.5735,0.11995,3.4081852329334437
1.0,0.2,polarized,19,0.47290986030083665,0.8611681594003413,0.7924629733629215,0.855,0.35138572904022597,0.5915,0.11525,3.6262014215844056
1.0,0.2,polarized,20,0.4469865931473997,0.8581749755114765,0.7799832445548424,0.85,0.34651710672662195,0.57485,0.1187,3.4563670641179987
1.0,0.4,polarized,1,0.46279002895655447,0.8706948015864849,0.8109122379210182,0.875,0.35285224967525863,0.588,0.1143,3.7891122985916947
1.0,0.4,polarized,2,0.4564462903874636,0.8759598902789727,0.8143149674303823,0.89,0.3505325111747887,0.58525,0.1154,3.997965574907439
1.0,0.4,polarized,3,0.43698450104025754,0.8477794649766747,0.7756188060945616,0.83,0.3455922772435075,0.5717,0.1191,3.477569149886827
1.0,0.4,polarized,4,0.454854715289109,0.8245095350549397,0.7520619332040749,0.825,0.34288546842530354,0.57505,0.1202,3.0732157281004433
1.0,0.4,polarized,5,0.46519369137459426,0.8722953975890703,0.8045769058092156,0.87,0.3437355697304574,0.58275,0.119,3.841496169425806
1.0,0.4,polarized,6,0.4567633669546592,0.8610132402529516,0.8017723755757313,0.865,0.34754050299041034,0.58685,0.11695,3.3363808579857706
1.0,0.4,polarized,7,0.4624422448655434,0.8559561850468492,0.7832469784176402,0.84,0.34945531359668874,0.57745,0.11665,3.4853980892823264
1.0,0.4,polarized,8,0.45717795199886935,0.8600155144079585,0.7862652253012786,0.85,0.34733546351966454,0.57975,0.11755,3.7887307071828196
1.0,0.4,polarized,9,0.45631739299507584,0.868217411357472,0.8009408557895407,0.87,0.35712896057874244,0.5818,0.1135,3.982942236264703
1.0,0.4,polarized,10,0.4829596112578514,0.8805808060319714,0.8156273881618028,0.9,0.3506085177207013,0.60355,0.11445,4.275613393274115
1.0,0.4,polarized,11,0.4429238555007891,0.8473426625387992,0.7793424359780168,0.835,0.34817459587633337,0.57095,0.1177,3.43313896177951
1.0,0.4,polarized,12,0.4665575870653903,0.8636190233590244,0.7783781445949723,0.85,0.342950141750641,0.5879,0.11915,3.348801099977532
1.0,0.4,polarized,13,0.4742284542491386,0.8685452011807041,0.7933516143588176,0.87,0.35509920221448965,0.5938,0.1134,3.243236471617414
1.0,0.4,polarized,14,0.4081044820597194,0.8377206824570831,0.7523471741257848,0.805,0.3431804831485367,0.5594,0.1204,3.2848290402954037
1.0,0.4,polarized,15,0.44256767020200294,0.8398526548864528,0.7507441901173283,0.845,0.3458232465173456,0.5771,0.11835,2.8819280028443743
1.0,0.4,polarized,16,0.4477185508768635,0.8798405877656372,0.8041216106469077,0.9,0.3532280366695653,0.5922,0.1138,3.607276429632259
1.0,0.4,polarized,17,0.4015443742611619,0.8297306146510178,0.7499845663692074,0.81,0.3501090659387823,0.56365,0.1173,3.34462126769223
1.0,0.4,polarized,18,0.4364807411750492,0.8409448467548907,0.7676880795635097,0.84,0.3461961978913946,0.57155,0.1186,3.1969934832268536
1.0,0.4,polarized,19,0.4400128343678271,0.8553239540242328,0.7723318806937114,0.85,0.3536706577355211,0.57805,0.1152,3.4348602892874203
1.0,0.4,polarized,20,0.46686273115931265,0.8572662802078406,0.7715108285601812,0.85,0.3493245294603311,0.58505,0.1161,2.951911515392296
1.0,0.6,polarized,1,0.45960598332159813,0.8662107879158114,0.7926526373185468,0.855,0.35294379996517733,0.5931,0.1141,3.83439623539986
1.0,0.6,polarized,2,0.43163250924705,0.846716265725673,0.7726729584750737,0.845,0.3454023501623953,0.57985,0.1187,3.5608937923188364
1.0,0.6,polarized,3,0.465830680249465,0.8564158904160344,0.7852823856703302,0.86,0.3490096678991875,0.5811,0.11665,3.742550637056968
1.0,0.6,polarized,4,0.42383800602788213,0.8349661825904232,0.7563680540134723,0.81,0.35012032195925763,0.5727,0.11665,3.4281307456105603
1.0,0.6,polarized,5,0.46065426567613477,0.8738760342816895,0.8102755107379693,0.89,0.3470576661077953,0.5806,0.1205,4.116859845549225
1.0,0.6,polarized,6,0.4549631525524452,0.8687337767811077,0.801738327203542,0.87,0.3493909874129855,0.5843,0.1165,3.8298820752915397
1.0,0.6,polarized,7,0.4583723018794732,0.8572713584728424,0.7862654690343986,0.875,0.350246850024191,0.57915,0.11635,3.409624980571422
1.0,0.6,polarized,8,0.4556675088701136,0.8712126755378954,0.7994323413282056,0.875,0.3483727485824126,0.5887,0.1167,4.2526136102388765
1.0,0.6,polarized,9,0.43905454114773435,0.8541383485513626,0.7782390706910544,0.845,0.3532527917473449,0.5877,0.11415,3.5843099635832845
1.0,0.6,polarized,10,0.4427672267301845,0.8786911651546722,0.8102825153722907,0.87,0.35543091336509713,0.58645,0.11335,4.091059319791907
1.0,0.6,polarized,11,0.4501272365881004,0.8811372874848818,0.8100600008881316,0.875,0.34998609023079735,0.5807,0.11625,4.807118633794204
1.0,0.6,polarized,12,0.44860027559214033,0.8473607566533659,0.7692402685183453,0.84,0.3489768762139751,0.58475,0.11645,3.303207410326593
1.0,0.6,polarized,13,0.4207051908256875,0.8513732697571834,0.7703943043119635,0.84,0.3502803881211025,0.5763,0.1162,3.38787962979849
1.0,0.6,polarized,14,0.4514643224993363,0.8764210492816551,0.8058008053481451,0.89,0.35416669575456056,0.5782,0.11685,3.924494815203104
1.0,0.6,polarized,15,0.44621735642231514,0.8322645325239075,0.7524917863998476,0.83,0.3524736770805096,0.58245,0.11535,3.07773208630487
1.0,0.6,polarized,16,0.4534171931379092,0.8657623839748022,0.7815777425999836,0.885,0.3591464832419446,0.5922,0.1113,3.354926121750173
